FMID,MarketName,street,city,County,State,zip,Longitude,Latitude,Location
1002340,Harvest Home Union Settlement Market,104th St And 3rd Ave,Manhattan,New York,New York,10029,-73.9457,40.7898,
1002345,Harvest Home West Farmers Market,East Tremont Ave. & E. 177th Street,New York,Bronx,New York,10035,-73.8189,40.8219,
1002519,Harvest With A Heart,105 W. Emeline Street,Milford,,Indiana,46542,-85.8466,41.4087,
1002122,Harvey County Farmers Market,200 N. Main,Harvey,Harvey,Kansas,67114,-97.3447,38.0438,
1000454,Harvey Farmers Market,"In Citgo Gas Station Parking Lot, Us-41 & M-28",Harvey,Marquette,Michigan,49855,-87.5119,46.5269,
1006741,Harvey Farmers Market/harvey Chamber,Corner Of Lincoln & 10th St.,Harvey,Wells,North Dakota,58341,-99.9363,47.7687,
1001846,Harwich Farmers Market,80 Parallel Street,Harwich,Barnstable,Massachusetts,2645,-70.0767,41.6857,Local government building grounds
1002162,Hasbrouck Heights Farmers Market,Blvd & Central Ave,Hasbrouck Heights,Bergen,New Jersey,7604,-74.0752,40.8643,Local government building grounds
1002264,Haskell County Farmers Market,104 Northeast 6th St.,Stigler,Haskell,Oklahoma,74462,-95.1197,35.2528,
1001398,Hastings Farmers Market,Corner Of State And Church Streets,Hastings,Barry,Michigan,49058,-85.2891,42.6483,Local government building grounds
1012741,Hastings Farmers Market,7 Maple Avenue,Hastings-on-hudson,Westchester,New York,10706,-73.883751,40.995748999999996,
1005701,Hastings Original Downtown Farmers Market,3rd And Denver,Hastings,Adams,Nebraska,68901,-98.38922,40.585604,Other
1010829,Hatboro Farmers Market,32 N. York Road,Hatboro,Montgomery,Pennsylvania,19040,-75.10569699999999,40.178352000000004,
1006219,Hattie Carthan Community Farmers Market,49 Van Buren Street,Brooklyn,Kings,New York,11221,-73.943587,40.690239,"On a farm from: a barn, a greenhouse, a tent, a stand, etc"
1006220,Hattie Carthan Community Market,Clifton & Marcy Avenues,New York City,Kings,New York,11216,-73.94800000000001,40.6895,"On a farm from: a barn, a greenhouse, a tent, a stand, etc"
1002527,Hattiesburg Farmers Market,Main St And Buschman St,Hattiesburg,Forrest,Mississippi,39401,-89.287734,31.324433000000003,Other
1009752,Haughton Market And Artisan Fair,Highway 80 East In Haughton,Haughton,Bossier,Louisiana,71037,-93.60914100000001,32.555569,Private business parking lot
1008353,Hauppauge Farmers Market,102 Motor Parway,Hauppauge,Suffolk,New York,11787,-73.828125,40.780541,Private business parking lot
1001041,Havelock Farmers Market,"62nd & Havelock Ave., North Parking Lot",Prague,,Nebraska,68050,-96.8084,41.3103,
1009809,Haverhill Farmers Market,40 Bailey Blvd.,Haverhill,Essex,Massachusetts,1832,-71.078779,42.775909999999996,Local government building grounds
1005725,Haverstraw Farmers Market,40 New Main Street,Haverstraw,Rockland,New York,10927,-73.966883,41.196841,Closed-off public street
1009849,Hawaii Farm Bureau Farmers Markets,,Honolulu,Honolulu,Hawaii,96813,-157.8583333,21.3069444,
1009660,Hawaii Kai Park N Ride (peoples Open Market),300 Keahole Street,Honolulu,Honolulu,Hawaii,96825,-157.71393500000002,21.283943,
1007525,Hawaii Kai Towne Center,Kalanianaole Highway At Keahole Street,Honolulu,Honolulu,Hawaii,96816,-157.71200000000002,21.2826,
1007537,Hawaiian Farmers Of Hanalei,5-5785 Kuhio Highway,Hanalei,Kauai,Hawaii,96714,-159.514,22.2033,
1007534,Hawaiian Homestead Farmers Market,64-759 Kahilu Road,Waimea,Kauai,Hawaii,96796,-155.641,20.0233,
1004400,Hawarden Farmers Market,13th And Ave E (veteren Memorial Drive),Hawarden,Sioux,Iowa,51023,-96.488,43.0008,Local government building grounds
1003805,Hawkinsville River Market,Broad Street,Hawkinsville,Pulaski,Georgia,31036,-83.4737,32.2815,Local government building grounds
1011762,Hawksbill Trading Company,139 Virginia Ave,Luray,Page,Virginia,22835,-78.461762,38.66284,
1009728,Hawthorn Woods Farmers Market,Quentin And Old Mchenry Roads,Hawthorn Woods,Lake,Illinois,60047,-88.059634,42.220312,
1009412,Hawthorne Farmers Market,1220 E. 5th And M Streets,Hawthorne,,Nevada,89415,-118.618,38.5244,
1007284,Hawthorne Farmers Market,345 Lafayette Ave,Hawthorne,Passaic,New Jersey,7506,-74.1548553,40.9503225,
1011851,Hayesville Evening Market,30 Main Street,Hayesville,Clay,North Carolina,28904,-83.817916,35.045639,
1007230,Hayfield Farmer Market,100 2nd Street Ne,Hayfield,Dodge,Minnesota,55940,-92.84608100000001,43.892441999999996,Private business parking lot
1001226,Hayfork Farmers Market,Highway 3 Across From U.S. Post Office,Hayfork,Trinity,California,96041,-122.37200000000001,40.6825,
1005993,Hayground School Farmers Market,151 Mitchell Lane,Bridgehampton,Suffolk,New York,11932,-72.31524,40.94092,Educational institution
1005897,Haymaker Farmers Market,Franklin Avenue & Summit Street,Kent,Portage,Ohio,44240,-81.360119,41.150732,
1009702,Haymaker Winter Farmers Market,1435 E. Main St.,Kent,Portage,Ohio,44240,-81.337517,41.155043,
1008318,Haymarket Thursday Afternoon Market,16015 John Marshall Highway,Broad Run,Prince William,Virginia,20137,-77.668037,38.82034,
1010686,Haymarket Thursday Afternoon Market,14600 Washington St.,Haymarket,Prince William,Virginia,20169,-77.63041120000001,38.8093847,
1003069,Hays Area Farmers Market,22nd And Vine,Hays,Ellis,Kansas,67601,-99.3177,38.8783,
1005913,Haysville Hometown Market,105 S. Main,Haysville,Sedgwick,Kansas,67060,-97.35110999999999,37.564096,Local government building grounds
1010523,Hayward Farmers Market,777 B Street,Hayward,Alameda,California,94541,-122.084962,37.671385,
1010579,Hayward Farmers Market,15886w Us Hwy 63 S,Hayward,Sawyer,Wisconsin,54843,-91.48850999999999,46.011107,
1000244,Haywoods Historic Farmers Market,250 Pigeon Street,Waynesville,Haywood,North Carolina,28786,-82.984939,35.48551,
1001818,Hazelton Farmers Night Market,260 Washington Ave.,West Hazleton,Luzerne,Pennsylvania,18201,-75.318,40.1279,
1009201,Hcc Realty Markets,1240 S. Alpine Rd,Rockford,,Illinois,61108,-89.0275,42.2546,
1001998,Hccc Farmers Market,Hmong Cultural & Community Center Parking Lot,La Crosse,La Crosse,Wisconsin,54601,-91.2287,43.7839,
1005349,Hdsid Farmers Market,Path Station @ Grove St.,Jersey City,Hudson,New Jersey,7302,-74.0426,40.7197,Local government building grounds
1005300,Headhouse Farmers Market,2nd And Lombard Streets,Philadelphia,Philadelphia,Pennsylvania,19147,-75.145481,39.942021999999994,
1004495,Headland Farmers Market,9 Park St.,Headland,Henry,Alabama,36345,-85.3418,31.3522,
1006471,Healdsburg Certified Farmers Market,North And Vine Streets,Healdsburg,Sonoma,California,95448,-122.87221000000001,38.61112,Local government building grounds
1006472,Healdsburg Certified Farmers Market-wednesday,North Street,Healdsburg,Sonoma,California,95448,-122.87253600000001,38.611981,Local government building grounds
1003555,Healthier Heart Farmers Market At Trinity Cathedral,801 West State Street,Trenton,Mercer,New Jersey,8625,-74.7875,40.2296,
1008181,Healthy By Design Gardeners Market,123 South 27th Street,Billings,Yellowstone,Montana,59101,-108.50145900000001,45.779808,Local government building grounds
1010845,Healthy Carolina Farmers Market,Greene Street Between Sumter And Bull Streets,Columbia,Richland,South Carolina,29208,-81.027815,33.996827,
1000909,Healthy Orange Farmers Market,132 Broadway,Newburgh,Orange,New York,12550,-74.012961,41.500229,Local government building grounds
1006735,Heart Of Rushvilles Farmers And Artisans Market,East Third And Main Sts.,Rushville,Rush,Indiana,46173,-85.4448113,39.6093314,Closed-off public street
1005759,Heart Of The City Farmers Market,1 United Nations Plaza,San Francisco,San Francisco,California,94102,-122.413932,37.779968,Other
1006677,Heart Of The Hudson Valley Farmers Market,"1801-1805 Rt. 9w, Cluett Schantz Park",Milton,Ulster,New York,12547,-73.962171,41.653195000000004,Private business parking lot
1011413,Heart Of The Ozarks Farmers Market,1755 S. Us Hwy 63,West Plains,Howell,Missouri,65775,-91.8216913,36.7098028,
1008715,Heartland Whole Life,32 Public Square,Elizabethtown,Hardin,Kentucky,42701,-85.85819000000001,37.693294,Other
1000250,Heathsville Farmers Market,73 Monument Place,Heathsville,Northumberland,Virginia,22473,-76.4722,37.916484999999994,
1005529,Heber Valley Farmers Market And Concert In The Park,City Park 250 South Main,Heber City,Wasatch,Utah,84032,-111.4144,40.50427,Other
1007499,Hebron Farmers’ Market,"Hebron Elementary School, Rte. 85",Hebron,Tolland,Connecticut,6231,-72.3914,41.6528,
1012683,Heights City Market,99 Center Street,Muskegon Heights,Muskegon,Michigan,49444,-86.242558,43.201885,
1010544,Heirloom Farmers Market At Trail Dust Town,6541 E. Tanque Verde Rd.,Tucson,Pima,Arizona,85710,-110.85315600000001,32.247152,
1010545,Heirloom Oro Valley Farmers Market,10901 N. Oracle Road,Oro Valley,Pima,Arizona,85737,-110.95052350000002,32.4053316,
1010543,Heirloom Rillito Park Farmers Market,4502 N. 1st Ave.,Tucson,Pima,Arizona,85718,-110.953721,32.288678999999995,
1001165,Helena Farmers Market,Fuller Ave. & Neill Ave.,Helena,"Lewis ,Clark",Montana,59601,-112.039,46.5923,
1007849,Helena Farmers Market,Courtyard Square,Helena,Phillips County,Arkansas,72342,-90.5918,34.5295,
1000632,Helena Market Days,4151 Helena Road,Helena,Shelby,Alabama,35080,-86.8436,33.2947,
1003990,Hemet Farmers Market,Harvard Street & Latham Street,Hemet,Riverside,California,92543,-116.970574,33.749374100000004,Closed-off public street
1006540,Hemisview Farmers Market,818 South Flores Street,San Antonio,Bexar,Texas,78204,-98.498636,29.414412,Other
1003355,Hemlock Farmers Market,Richland Township Park,Hemlock,Saginaw,Michigan,48626,-84.2305,43.4147,
1005019,Hemming Plaza Farmers Market,117 W. Duval Street,Jacksonville,Duval,Florida,32202,-81.6595,30.3296,
1004046,Hempfield Farmers Market,Route 136,Greensburg,Westmoreland,Pennsylvania,15601,-79.5456,40.3019,
1002084,Henderson Center Eureka Farmers Market,F Street Between Henderson And Russ,Eureka,Humboldt,California,95501,-124.16348899999998,40.782507,Closed-off public street
1007144,Henderson County Farmers Market,,Lexington,Henderson County,Tennessee,37209,-86.9244,36.0997,
1009050,Henderson County Tailgate Market,100 N. King Street,Henderson,Shiawassee,Michigan,48841,-84.265438,43.049490999999996,
1003390,Henderson Farmers Market,Corner Of Second And Main,Henderson,Henderson,Kentucky,42420,-87.5917,37.8408,
1001463,Hendersonville Community Coop Tailgate Market,On Old Spartanburg Hwy Between Hwy 25 And 176,Hendersonville,Henderson,North Carolina,28792,-82.461,35.3187,
1001285,Hendersonville Curb Market,"Church St.(us 25 South), Directly Across From The Old Courthouse",Hendersonville,Henderson,North Carolina,28792,-82.461,35.3142,
1010011,Hendricks Farmers Market,North Main Street,Hendricks,Lincoln,Minnesota,56136,-96.425425,44.507062,Local government building grounds
1006267,Henniker Farmers Market,931 Flanders Road,Henniker,Merrimack,New Hampshire,3242,-71.8046,43.1641,Private business parking lot
1001783,Henry County Farmers Market,100 Block Of S Main Street,New Castle,Henry,Indiana,47632,-85.355,39.9705,
1005917,Henry County Farmers Market,Henry County Fairgrounds,Paris,Henry,Tennessee,38242,-88.3112,36.3051,
1006517,Henry County Farmers Market,30 North Main Street,New Castle,Henry,Kentucky,40050,-85.16994,38.43362,Local government building grounds
1010041,Henry Horton State Park Farmers Market,4358 Nashville Hwy,Chapel Hill,Marshall,Tennessee,37034,-86.694751,35.590458,Federal/State government building grounds
1006891,Henry Street Farmers Market,Henry Street,Edgerton,Rock,Wisconsin,53534,-89.0697,42.8348,
1003786,Henrys Farmers Market,2080 Highway 12 West,Starkville,Oktibbeha,Mississippi,39759,-88.9476,33.39,
1009695,Hercules Certified Farmer Market,1515 Refugio Valley,Hercules,Contra Costa,California,94547,-122.26327549999999,38.0051985,Local government building grounds
1011195,Hereford Farm Market,17004 York Rd,Parkton,Baltimore,Maryland,21120,-76.663797,39.590849,
1000121,Heritage Commons Farmers Market,350 Van White Memorial Blvd,Minneapolis,Hennepin,Minnesota,55405,-93.293452,44.981328999999995,Local government building grounds
1000980,Heritage Farmers Market,20235 State Rt. 9,Perkin,Tazewell,Illinois,61554,-89.633,40.5721,
1005209,Heritage Park Market,107 Comer Hall,Auburn University,Lee,Alabama,36849,-85.4826,32.6004,
1002704,Heritage Prairie Farm,2n308 Brundige Road,Elburn,Kane,Illinois,60119,-88.385761,41.901990000000005,"On a farm from: a barn, a greenhouse, a tent, a stand, etc"
1003300,Heritage Village Farmers Market,,Beaver Dam,St. Croix,Wisconsin,53916,-92.5356,45.1093,
1000842,Herkimer Farmers Market,420 East German St,Herkimer,Herkimer,New York,13350,-74.986496,43.034643,Other
1008584,Hermann Farm Farmers Market,1st Street And Gutenberg,Hermann,Gasconade,Missouri,65041,-91.432855,38.706720000000004,Closed-off public street
1003261,Hermiston Farmers Market,Hermiston Conference Center Parking Lot,Hermiston,Umatilla,Oregon,97838,-119.289,45.8376,
1006474,Hermon Farmers Market,2500 Rt 2,Hermon,Penobscot,Maine,4401,-68.90997829999999,44.809375,
1012043,Hermosa Beach Farmers Market,1 Pier Avenue,Hermosa Beach,Los Angeles,California,90254,-118.40135759999998,33.8619902,
1009206,Hernando County Farmers Market,2450 Commercial Way,Spring Hill,,Florida,34606,-82.6199,28.4686,
1006285,Hernando Farmers Market,2535 Highway 51 South,Hernando,Desoto,Mississippi,38632,-89.994281,34.823026,
1012131,Herndon Farmers Market,777 Lynn St,Herndon,Fairfax,Virginia,20170,-77.38645749999999,38.971212200000004,
1011870,Herrin Farmers Market,400 N. Park Ave,Herrin,Williamson,Illinois,62948,-89.0275056,37.80620820000001,
1003400,Hesston Farmers Market,King Park Shelter House On Ridge,Hesston,Harvey,Kansas,67062,-97.4299,38.1281,
1005512,Hiawatha Farmers Market,701 Emmons St.,Hiawatha,Linn,Iowa,52233,-91.6803,42.0385,
1011110,Hiawatha Thriftway Farmers Market,719 North First Street,Hiawatha,Brown,Kansas,66434,-95.52642900000001,39.860628999999996,
1011984,Hibbing Farmers Market,1309 East 40th Street,Hibbing,St. Louis,Minnesota,55746,-92.924098,47.401381,
1011985,Hibbing Farmers Market,1005 Discovery Drive,Chisholm,St. Louis,Minnesota,55719,-92.895848,47.478419,
1012015,Hickory County Farmers Market,S. Hwy 254 & Cr 283,Hermitage,Hickory,Missouri,65668,-93.310538,37.919315999999995,
1001669,Hicksville Farmers Market,Broadway And Jerusalem Avenue,Hicksville,Nassau,New York,11801,-73.525231,40.76385,
1007750,Hideaway Farmers Market,"3377 East Amazon, Behind Mazzi's Restaurant",Eugene,Lane,Oregon,97405,-123.08,44.0202,
1001312,Higganum Farmers Market,231 Saybrook Road,Higganum,Middlesex,Connecticut,6441,-72.560406,41.496846000000005,Local government building grounds
1005992,High Bridge Farmers Market,45 Main Street,High Bridge,Hunterdon,New Jersey,8829,-74.896,40.6683,Private business parking lot
1000137,High Country Farmers Market,178 King St,Boone,Watauga,North Carolina,28607,-81.6758,36.2169,
1005948,High Desert Farmer Market,18422 Bear Valley Rd,Victorville,San Bernardino,California,92395,-117.260985,34.474651,Federal/State government building grounds
1011957,High Desert Farmers Market,1 Elks Lane,Sierra Vista,Cochise,Arizona,85635,-110.303322,31.552031,
1007360,High Desert Growers Farmers Market,100 East Main,Price,Carbon,Utah,84501,-110.809,39.5998,Local government building grounds
1002404,High School For Public Service Youth Farm Market,600 Kingston Avenue,Brooklyn,Kings,New York,11220,-73.942634,40.658821,Educational institution
1012260,High Springs Farmers Market,115 Ne Railroad Avenue,High Springs,Alachua,Florida,32643,-82.596257,29.825509000000004,
1002312,Highland Farmers Market,1500 Boulder Street,Denver,Denver,Colorado,80211,-105.01123,39.75854,Closed-off public street
1002819,Highland Farmers Market,907 Main Street,Highland,Madison,Illinois,62249,-89.679766,38.740102,Other
1009672,Highland Farmers Market,2998 W. Pearl City Road,Freeport,Stephenson,Illinois,61032,-89.66839240000002,42.2819058,
1006831,Highland Farmers Market,61 Highland Center Drive,Monterey,Highland,Virginia,24465,-79.58619499999999,38.409646,
1007103,Highland Park Citiparks Farmers Market,Pittsburgh Zoo Lower Lot,Pittsburgh,Allegheny,Pennsylvania,15206,-79.9151,40.481,
1001194,Highland Park Famrers Market,Ford Parkway And Cleveland Ave. Behind Starbucks,St. Paul,Ramsey,Minnesota,55116,-93.1869,44.9177,
1004080,Highland Park Farmers Market,218 Raritan Avenue,Highalnd Park,Middlesex,New Jersey,8904,-74.42911099999999,40.498332,Other
1005366,Highland Park Farmers Market,6th Avenue From Euclid To Douglas On West Side Of Street,Des Moines,Polk,Iowa,50313,-93.6247,41.6277,
1008248,Highland Park Farmers Market,1400 N Hastings,Hastings,Adams,Nebraska,68901,-98.390153,40.600198,Private business parking lot
1008243,Highland Saturday Morning Marketplace Certified Farmers Market,27981 Highland Avenue,Highland,San Bernardino,California,92346,-117.19386100000001,34.135518,Private business parking lot
1002469,Highland Street Market,3001 Ridge Road,Highland,Lake,Indiana,46322,-87.456239,41.555176,
1005337,Highland United Neighbors Farmers Market,970 S. Pearl,Denver,Denver,Colorado,80209,-104.98,39.6989,
1004688,Highlands Ranch Farmers Market,9288 Dorchester St,Highlands Ranch,Douglas,Colorado,80129,-104.999648,39.547082,
1003843,Highlandtown Farmers Market,400 Block Of South Conkling Street,Baltimore,Baltimore City,Maryland,21224,-76.5672,39.2869,Closed-off public street
1007705,Hightstown Farmers Market,Memorial Park (center Of Town),Hightstown,Mercer County,New Jersey,8520,-74.5234,40.2695,
1005848,Highways End Farmers Market,Corner Of Alaska Highway And Richardson Highway,Delta Junction,Fairbanks North Star,Alaska,99737,-145.7331153,64.0384622,
1007141,Hill City Farmers Market,Yard Behind Store At 243 Elm St,Hill City,Pennington County,South Dakota,57745,-103.574,43.9323,
1001137,Hill Country Farmers Market Association,13222 Bandera Road,Helotes,Bexar,Texas,78023,-98.6885,29.566999999999997,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1001138,Hill Country Farmers Market Association,24133 Boerne Stage Road,San Antonio,Bexar,Texas,78255,-98.6364,29.6653,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1001139,Hill Country Farmers Market Association,801 South Main Street,Boerne,Kendall,Texas,78006,-98.7285,29.7857,Local government building grounds
1000814,Hillcrest Farmers Market,2200 Kavanaugh Blvd,Little Rock,Pulaski,Arkansas,72205,-92.31773000000001,34.756840000000004,
1010434,Hillcrest Farmers Market And Open Air Bazaar,3960 Normal Street,San Diego,San Diego,California,92103,-117.14924450000001,32.7506031,Closed-off public street
1002848,Hilldale Farmers Market,"Hilldale Shopping Center, 702 N. Midvale Boulevard",Madison,Dane,Wisconsin,53705,-89.454803,43.071661999999996,
1006807,Hilliard Farm Market,5445 Scioto-darby Rd,Hilliard,Franklin,Ohio,43026,-83.161861,40.028014,
1003360,Hillman Farmers Market,Brush Creek Mill,Hillman,Montmorency,Michigan,49746,-83.9011,45.0632,
1005036,Hills Horizon Market In The Park,Canyon Street,Spearfish,Lawrence,South Dakota,57783,-103.86399999999999,44.4961,Local government building grounds
1003257,Hillsboro Farmers Market,"Located In Memorial Park, Shelter House Next To The Scout House",Hillsboro,Marion,Kansas,67063,-97.207616,38.345796,Other
1006266,Hillsboro Farmers Market,731 Water Avenue,Hillsboro,Vernon,Wisconsin,54634,-90.3401755,43.6508701,
1006621,Hillsboro Farmers Market,1 Courthouse Square,Hillsboro,Montgomery,Illinois,62049,-89.493589,39.16114,
1010896,Hillsboro Farmers Market,,Hillsboro,Highland,Ohio,45133,-83.611724,39.202872,
1010191,Hillsboro Farmers Market At The Old Stone School,37098 Charles Town Pike,Hillsboro,Loudoun,Virginia,20132,-77.719881,39.198369,Other
1010186,Hillsboro Farmers Market - Saturday Downtown,E. Main Street And 1st Ave.,Hillsboro,Washington,Oregon,97124,-122.98975929999999,45.5226779,Closed-off public street
1010182,Hillsboro Farmers Market - Sunday At Orenco Station,Orenco Station Parkway And Ne 61st Avenue,Hillsboro,Washington,Oregon,97124,-122.91810100000001,45.534440000000004,Private business parking lot
1010183,Hillsboro Farmers Market - Thursday At Tuality,Baseline And 8th Avenue,Hillsboro,Washington,Oregon,97123,-122.97726499999999,45.519872,Healthcare Institution
1004336,Hillsboro Tuesday Marketplace,E Main St And 2nd Ave,Hillsboro,Washington,Oregon,97124,-122.9879506,45.5226576,Closed-off public street
1010375,Hillsborough Farmers Market,460 Waterstone Drive,Hillsborough,Orange,North Carolina,27278,-79.090343,36.037787,
1006227,Hillsborough Pride Farmers Market,Main And Central Streets,Hillsborough,Hillsborough,New Hampshire,3244,-71.7161,42.9153,
1002823,Hillsdale Farmers Market,"115 S Broad St, County Fairgrounds",Hillsdale,Hillsdale,Michigan,49242,-84.6278,41.9148,
1001244,Hillsdale Farmers Market,1405 Sw Vermont Street,Portland,Multnomah,Oregon,97219,-122.69368899999999,45.477779999999996,Educational institution
1002855,Hillside Farmers Market,2870 Hwy 275,Hamburg,Fremont,Iowa,51650,-95.649,40.6306,
1001833,Hillside Market,7753 Nys Rt. 3 (seaway Trail) Pulaski,Pulaski,Oswego,New York,13142,-76.17367800000001,43.587728999999996,Other
1001834,Hilltown Farmers Market,"2958 Route 145,",Preston Hollow,Albany,New York,12469,-74.2013,42.4384,
1005775,Hilo Coffee Mill Market @ The Mill,17-995 Volcano Rd,Mountain View,Hawaii,Hawaii,96771,-155.088475,19.56462,
1005881,Hilo Farmers Market,Corner Of Kamehameha Ave. & Mamo St.,Hilo,Hawaii,Hawaii,96720,-155.0848,19.723357999999998,Other
1002686,Hines Veterans Hospital Farmers Market,5th Ave.,Hines,Cook,Illinois,60141,-87.837614,41.846149,
1002275,Hinesburg Lions Farmers Market,United Church Of Hinesburg,Hinesburg,Chittenden,Vermont,5461,-73.1107,44.3302,"Faith-based institution (e.g., church, mosque, synagogue, temple)"
1008020,"Hingham Farmers Market, Inc.",96 Otis Street,Hingham,Plymouth,Massachusetts,2043,-70.88896700000001,42.247351,
1008586,Hinkebein Hills Farm And Market,434 Whispering Wind Lane,Cape Girardeau,Cape Girardeau,Missouri,63701,-89.492388,37.369965,"On a farm from: a barn, a greenhouse, a tent, a stand, etc"
1005076,Hinsdale Farmers Market,30 E. Chicago Ave.,Hinsdale,Dupage,Illinois,60521,-87.928694,41.8036543,Closed-off public street
1008942,Hip Donelson Community Farmers Market,2730 Lebanon Road,Nashville,Davidson,Tennessee,37214,-86.66515600000001,36.168541999999995,Private business parking lot
1011177,Hip Haddon Heights Farmers Market,"E. Atlantic At Station Avenue, At The Train Station",Haddon Heights,Camden,New Jersey,8035,-75.05869399999999,39.882308,
1001303,Historic City Farmers Market,25 W. Church St.,Hagerstown,Washington,Maryland,21740,-77.719662,39.644619,Local government building grounds
1011278,Historic Downtown Certified Farmers Market,W 5th St. Between Spring St. And Broadway,Los Angeles,Los Angeles,California,90014,-118.250147,34.047712,
1004535,Historic Downtown Hot Springs Farmers Market,121 Orange St,Hot Springs,Garland,Arkansas,71901,-93.050871,34.504402,Local government building grounds
1002763,Historic Downtown Liberty Farmers Market,111 N. Water St.,Liberty,Clay,Missouri,64068,-94.41756600000001,39.246072,
1010937,Historic Farmers Market Of Lapeer,"287 W, Nepessing St.",Lapeer,Lapeer,Michigan,48446,-83.3112036,43.053965399999996,
1009535,Historic Harrison Farmers Market,Walnut St And S. State St,Harrison,,Ohio,45030,-84.8185,39.262,
1010421,Historic Lafayette Farmers Market,,Lafayette,Tippecanoe,Indiana,47902,-86.89189499999999,40.417715,Closed-off public street
1011188,Historic Lewes Farmers Market,Johnson And Dupont Avenues,Lewes,Sussex,Delaware,19958,-75.14741500000001,38.771425,
1012551,Historic Lewes Farmers Market At Kings Highway,Crooked Hammock Way And Kings Highway,Lewes,Sussex,Delaware,19958,-75.1513058,38.7457004,
1002975,Historic Longview Farmers Market,105 West Cotton Street,Longview,Gregg,Texas,75605,-94.7408857,32.4940998,Other
1004426,Historic Manassas Farmers Market,Church St. & Quarry St.,Manassas,Prince William,Virginia,20110,-77.4765,38.7528,
1011761,Historic Marion Tailgate Market,67 West Henderson Street,Marion,McDowell,North Carolina,28752,-82.008815,35.682465,
1000938,Historic Mckinney Farmers Market At Chestnut Square Historic Village,315 S. Chestnut St.,Mckinney,Collin,Texas,75069,-96.612976,33.193898,Other
1009509,Historic Newburgh Farmers Market,Town Hall Parking Lot,Newburgh,,New York,12550,-74.0424,41.5379,
1010803,Historic Newburgh Farmers Market,,Newburgh,Warrick,Indiana,47630,-87.405192,37.943979999999996,
1010069,Historic Plainfield Farmers Market,"Corner Routr 59 & Fort Beggs Drive , Plainfield Plaza",Plainfield,Will,Illinois,60544,-88.271534,41.607478,
1012412,Historic Valley Junction Farmers Market,137 5th Street,West Des Moines,Polk,Iowa,50265,-93.70867340000001,41.5708135,
1000634,Historic West Main Street Farmers Market,1936 West Main Street,Fort Wayne,Allen,Indiana,46808,-85.1679,41.0787,
1000407,Hitching Lot Farmers Market,2nd Avenue North,Columbus,Lowndes,Mississippi,39701,-88.414,33.4983,
1006950,Hooulu Community Farmers Market,Keauhou Beach Resort Royal Gardens,Kailua-kona,Hawaii County,Hawaii,96740,-155.996,19.6406,
1006400,Hobart Farmers Market,Courthouse Square,Hobart,Kiowa,Oklahoma,73651,-99.0931,35.0256,
1002429,Hobart Farmers Market,101 Maple Avenue,Hobart,Delaware,New York,13788,-74.664452,42.366932399999996,Local government building grounds
1002121,Hobart Summer Market On The Lake,Festival Park - 111 E. Old Ridge Road,Hobart,Lake,Indiana,46342,-87.2586634,41.536905700000005,
1003307,Hoboken Uptown Farmers Market,Hudson St Between 13th And 14th Sts,Hoboken,Hudson,New Jersey,7030,-74.02510600000001,40.75286,
1007329,Hocking Hills Farmers Market,26820 U.S. Rt. 33,Rockbridge,Hocking,Ohio,43149,-81.3719,40.8595,
1000839,Hodag Farmers Market,Pioneer Park 600-1000 Oneida Ave,Rhinelander,Oneida,Wisconsin,54501,-89.4078,45.6295,
1008679,Hogensburg Farmers Market,Cook Rd,Hogansburg,St. Lawrence,New York,13655,-74.629644,44.987716999999996,Local government building grounds
1009347,Hoke County Farmers Market,240 N. Main Street,Raeford,,North Carolina,28376,-79.22399999999999,34.9804,
1006989,Holbrook,"231 Union St., Rt 139",Holbrook,Norfolk,Massachusetts,2343,-71.0189,42.1551,
1006919,Holden,"Damon House Lot, Corner Of Rt. 31 And 122 A",Holden,Worcester,Massachusetts,1531,-71.856014,42.354679,
1008026,Holden,Shrewsbury And Wachusett Streets,New Braintree,Worcester,Massachusetts,1531,-71.8333,42.3361,
1008980,Holden Farmers Market,101 S Market St.,Holden,Johnson,Missouri,64040,-93.9908869,38.718656599999996,
1000943,Holdrege Area Farmers Market,Phelps County Courthouse Lawn,Holdrege,Phelps,Nebraska,68982,-99.3646,40.4526,
1007311,Holiday Island Farmers Market,2 Holiday Island Drive,Holiday Island,Carroll,Arkansas,72631,-93.725631,36.455238,Private business parking lot
1000695,Holland Farmers Market,150 W. 8th Street,Holland,Ottawa,Michigan,49423,-86.11332900000001,42.790299,Closed-off public street
1002261,Holland Farmers Market,"Municipal Town Parking Lot, Route 16, Next To Fire Dept",Holland,Erie,New York,14080,-78.5425,42.6419,
1000457,Hollidaysburg Farmers Market,On The Diamond,Hollidaysburg,Blair,Pennsylvania,16648,-78.3889,40.4273,
1008983,Hollister Certified Farmers Market,5th & San Benito Street,Hollister,San Benito,California,95023,-121.402084,36.851460499999995,Closed-off public street
1000201,Holly Springs Farmers Market,Memphis Street,Holly Springs,Marshall,Mississippi,38635,-89.4485845,34.773052899999996,Federal/State government building grounds
1000118,Hollywood Farmers Market,Ne Hancock Between 44th & 45th Avenue,Portland,Multnomah,Oregon,97213,-122.6174,45.53642,
1000052,Hollywood Farmers Market,1500 Ivar Ave. & Selma Ave,Los Angeles,Los Angeles,California,90028,-118.3283,34.09986,Closed-off public street
