FMID,MarketName,Website,Website_1,Facebook,Facebook_1,Twitter,Twitter_1,Youtube,Youtube_1,OtherMedia,OtherMedia_1,Season1Date,Season1Date_Start,Season1Date_End,Season1Time,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season2Date,Season2Date 1,Season2Date 2,Season2Time,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season3Date 1,Season3Date 2,Season3Time,Season3Time 1,Season3Time 2,Season3Time 3,Season3Time 4,Season3Time 5,Season3Time 6,Season4Date,Season4Date 1,Season4Date 2,Season4Time,Season4Time 1,Season4Time 2
1001506,Mattoon Farmers Market,http://www.mattoon.illinois.gov/,http://www.mattoon.illinois.gov/,,,,,,,,,06/06/2014 to 09/26/2014,2014-06-06,2014-09-26,Fri: 11:00 AM-5:00 PM;,Fri: 11:00 AM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003658,Maui Mall Farmers Market And Craft Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007533,Maui Swap Meet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002433,Maupin Farmers Market,,,,,,,,,,,June to September,2010-06-01,2010-09-30,sun:9:00 AM - 1:00 PM;,sun:9:00 AM - 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001899,Mayes County Farmers Market,http://www.pryorchamber.com,http://www.pryorchamber.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006589,Mayfair Farmers Market,http://www.pcfma.com/mayfair,http://www.pcfma.com/mayfair,,,,,,,,,June to September,2010-06-01,2010-09-30,sun:10:00 AM - 2:00 PM;,sun:10:00 AM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003546,Mayfair Green Market,http://www.themarketcompany.org,http://www.themarketcompany.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010736,Mayhill Farmers Market,,,https://www.facebook.com/pages/Mayhill-Farmers-Market/1504646309791360?ref=bookmarks,https://www.facebook.com/pages/Mayhill-Farmers-Market/1504646309791360?ref=bookmarks,,,,,,,,,,Sat: 11:00 AM-3:00 PM;,Sat: 11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000759,Maynard Community Farmers Market,http://www.MaynardFarmersMarket.com,http://www.MaynardFarmersMarket.com,https://www.facebook.com/MaynardFarmersMarket,https://www.facebook.com/MaynardFarmersMarket,https://twitter.com/MaynardMarket,https://twitter.com/MaynardMarket,,,,,06/25/2016 to 09/24/2016,2016-06-25,2016-09-24,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006704,Maynards Farm Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000637,Mayo Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005763,Mayville Downtown Green Market,http://www.mainstreetmayville.com,http://www.mainstreetmayville.com,,,,,,,,,May to October,2010-05-01,2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009264,Maywood Multicultural Farmers Market,http://www.urbangardenconnection.com/farmersmarket.html,http://www.urbangardenconnection.com/farmersmarket.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005426,Mazomanie Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000526,Mbd Community Park Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009851,Mcallen Farmers Market,http://mcallenfarmersmarket.com,http://mcallenfarmersmarket.com,https://www.facebook.com/McAllenFarmersMarket,https://www.facebook.com/McAllenFarmersMarket,https://twitter.com/McAFarmersMKT,https://twitter.com/McAFarmersMKT,,,,,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Sat: 10:00 AM-1:00 PM;,Sat: 10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005494,Mccall Farmers Market,,,https://www.Facebook.com/McCallFarmersMarket,https://www.Facebook.com/McCallFarmersMarket,,,,,,,June to October,2010-06-01,2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004378,Mcclusky Farmers Market,,,,,,,,,,,07/02/2014 to 09/03/2014,2014-07-02,2014-09-03,Wed: 4:00 PM-6:00 PM;,Wed: 4:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006370,Mccomb Farmers Market,,,https://www.facebook.com/mccombfarmersmarket,https://www.facebook.com/mccombfarmersmarket,,,,,,,05/01/2014 to 10/30/2014,2014-05-01,2014-10-30,Thu: 8:00 AM-1:00 PM;,Thu: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007042,Mccomb Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004883,Mccook Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009469,Mccormick Market,http://www.localharvest.org/mccormick-market-M57929,http://www.localharvest.org/mccormick-market-M57929,https://www.facebook.com/McCormickMarket,https://www.facebook.com/McCormickMarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012574,Mccutcheon/mount Vernon Farmers Market,http://www.fairfaxcounty.gov/parks/farmersmarkets/mtvernonmkt.htm,http://www.fairfaxcounty.gov/parks/farmersmarkets/mtvernonmkt.htm,,,,,,,,,,,,Wed: 8:00 AM-12:00 PM;,Wed: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002789,Mcfarland Farmers Market I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010969,Mcgolrick Parks Down To Earth Farmers Market,http://www.downtoearthmarkets.com,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,https://twitter.com/DowntoEarthMkts,https://www.youtube.com/user/DowntoEarthMarkets,https://www.youtube.com/user/DowntoEarthMarkets,,,04/24/2016 to 11/20/2016,2016-04-24,2016-11-20,Sun: 10:00 AM-4:00 PM;,Sun: 10:00 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010971,Mcgolrick Parks Winter Down To Earth Farmers Market,http://www.downtoearthmarkets.com,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,https://twitter.com/DowntoEarthMkts,https://www.youtube.com/user/DowntoEarthMarkets,https://www.youtube.com/user/DowntoEarthMarkets,https://instagram.com/downtoearthmkts/,https://instagram.com/downtoearthmkts/,01/08/2017 to 04/16/2017,2017-01-08,2017-04-16,Sun: 11:00 AM-4:00 PM;,Sun: 11:00 AM-4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001777,Mchenry Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005549,Mckinleyville Cfm,http://www.humfarm.org,http://www.humfarm.org,https://www.facebook.com/North.Coast.Growers.Association,https://www.facebook.com/North.Coast.Growers.Association,,,,,,,06/05/2014 to 10/30/2014,2014-06-05,2014-10-30,Thu: 3:30 PM-6:30 PM;,Thu: 3:30 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009988,Mclaughlin Ave Farmers Market,,,,,,,,,,,05/02/2014 to 09/26/2014,2014-05-02,2014-09-26,Fri: 3:00 PM-7:00 PM;,Fri: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010639,Mclean County Farmers Market,,,,,,,,,,,06/01/2015 to 08/06/2015,2015-06-01,2015-08-06,Tue: 3:00 PM-7:00 PM;,Tue: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012594,Mclean Farmers Market,http://www.fairfaxcounty.gov/parks/farmersmarkets/mcleanmkt.htm,http://www.fairfaxcounty.gov/parks/farmersmarkets/mcleanmkt.htm,,,,,,,,,,,,Fri: 8:00 AM-12:00 PM;,Fri: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010016,Mcminn County Farmers Market,,,,,,,,,,,06/21/2014 to 10/18/2014,2014-06-21,2014-10-18,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,Tue: 7:00 AM-1:00 PM,Thu: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004014,Mcminnville Farmers Market,http://www.downtownmcminnville.com/mcminnville-farmers'-market,,,,,,,,,,June to October,2010-06-01,2010-10-31,Thu:1:00 PM - 6:00 PM;,Thu:1:00 PM - 6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007753,Mcminnville Public Market,http://www.mcminnvillepublicmarket.com,http://www.mcminnvillepublicmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011038,Mcpherson City Farmers Market,,,McPherson County Extension Facebook,,,,,,,,05/30/2015 to 10/31/2015,2015-05-30,2015-10-31,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008713,"Meade County Farmers Market, Inc",http://www.meadecountyfarmersmarket.com,http://www.meadecountyfarmersmarket.com,https://www.facebook.com/meadecountyfarmersmarket,https://www.facebook.com/meadecountyfarmersmarket,,,,,,,05/02/2015 to 10/31/2015,2015-05-02,2015-10-31,Tue: 11:00 AM-3:00 PM;Sat: 8:00 AM-12:00 PM;,Tue: 11:00 AM-3:00 PM,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010296,Meadow Farm Market,,,https://www.facebook.com/MeadowFarmMarket,https://www.facebook.com/MeadowFarmMarket,,,,,,,01/01/2014 to 12/31/2014,2014-01-01,2014-12-31,Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-6:00 PM;Sat: 7:00 AM-6:00 PM;Sun: 9:00 AM-3:00 PM;,Mon: 7:00 AM-5:00 PM,Tue: 7:00 AM-5:00 PM,Wed: 7:00 AM-5:00 PM,Thu: 7:00 AM-5:00 PM,Fri: 7:00 AM-6:00 PM,Sat: 7:00 AM-6:00 PM,Sun: 9:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
1000114,Meadville Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006615,Mechanicsburg Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003535,Mechanicsville Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006713,Medfield Farmers Market,http://www.medfieldfarmersmarket.org,http://www.medfieldfarmersmarket.org,,,,,,,,,May to October,2010-05-01,2010-10-31,Thu:1:00 PM - 7:00 PM;,Thu:1:00 PM - 7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001490,Medford Farmers Market,,,,,,,,,,,05/13/2014 to 09/30/2014,2014-05-13,2014-09-30,Tue: 1:00 PM-5:30 PM;,Tue: 1:00 PM-5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001491,Medford Farmers Market,,,,,,,,,,,05/10/2014 to 10/25/2014,2014-05-10,2014-10-25,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010028,Medford Farmers Market,http://www.medfordfarmersmarket.org,http://www.medfordfarmersmarket.org,https://www.facebook.com/MedfordFarmerMkt,https://www.facebook.com/MedfordFarmerMkt,,,,,,,06/09/2016 to 10/13/2016,2016-06-09,2016-10-13,Thu: 3:00 PM-7:00 PM;,Thu: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007788,Medford Saturday Market,http://www.rvgrowersmarket.com,http://www.rvgrowersmarket.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000013,Media Farmers Market,http://www.mediafarmersmarket.com,http://www.mediafarmersmarket.com,https://www.facebook.com/mediafarmersmarket,https://www.facebook.com/mediafarmersmarket,,,,,,,05/14/2015 to 11/19/2015,2015-05-14,2015-11-19,Thu: 3:00 PM-7:00 PM;,Thu: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002730,Medina County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007723,Medway Farmers Market,http://www.focpmedway.wordpress.com/,http://www.focpmedway.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009546,Meeting Street Farmers Market At Morriosn Plantation,http://www.meetingstreetmarket.com/Welcome.html,http://www.meetingstreetmarket.com/Welcome.html,https://www.facebook.com/MeetingStreetMarket,https://www.facebook.com/MeetingStreetMarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009396,Meeting Street Market At Cedar Walk,http://www.localharvest.org/meeting-street-market-at-cedar-walk-M28720,http://www.localharvest.org/meeting-street-market-at-cedar-walk-M28720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010314,Meeting Street Market At Elon Park Elementary School,,,https://www.facebook.com/meetingstreetmarket,https://www.facebook.com/meetingstreetmarket,https://twitter.com/kristinmccabe25,https://twitter.com/kristinmccabe25,,,Pinterest: Meeting Street Market,Pinterest: Meeting Street Market,01/01/2014 to 12/31/2014,2014-01-01,2014-12-31,Tue: 4:00 PM-7:00 PM;,Tue: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000421,Melbourne Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011657,Melcher-dallas Farmers Market,,,Melcher-Dallas-Farmers-Market,,,,,,,,06/04/2015 to 10/08/2015,2015-06-04,2015-10-08,Thu: 4:00 PM-6:30 PM;,Thu: 4:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003370,Mellette County,,,,,,,,,,,,,,Wed: 10:00 AM-;,Wed: 10:00 AM-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010290,Melrose And Wakefield Winter Farmers Market,http://melrosefarmersmarket.org/events/wintermarket/; www.wakefieldfarmersmarket.org/,,https://www.facebook.com/pages/Sally-Franks-Farmers-Market/161587123894418,https://www.facebook.com/pages/Sally-Franks-Farmers-Market/161587123894418,https://twitter.com/MelroseSFFM,https://twitter.com/MelroseSFFM,,,https://www.instagram.com/melrosesffm/,https://www.instagram.com/melrosesffm/,11/22/2015 to 04/01/2016,2015-11-22,2016-04-01,Sun: 11:00 AM-3:00 PM;,Sun: 11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003443,Melrose Place Farmers Market,http://www.ccfm.com,http://www.ccfm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010288,Melrose/sally Franks Farmers Market,http://www.melrosefarmersmarket.org,http://www.melrosefarmersmarket.org,https://www.facebook.com/pages/Sally-Franks-Farmers-Market/161587123894418,https://www.facebook.com/pages/Sally-Franks-Farmers-Market/161587123894418,https://twitter.com/MelroseSFFM,https://twitter.com/MelroseSFFM,,,https://www.instagram.com/melrosesffm/,https://www.instagram.com/melrosesffm/,06/09/2016 to 10/27/2016,2016-06-09,2016-10-27,Thu: 3:00 PM-7:00 PM;,Thu: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011791,Melvindale Dda Farmers Market,,,https://www.facebook.com/Melvindale-DDA-Farmers-Market-846492182127069/,https://www.facebook.com/Melvindale-DDA-Farmers-Market-846492182127069/,,,,,,,06/01/2016 to 09/28/2016,2016-06-01,2016-09-28,Wed: 2:00 PM-6:00 PM;,Wed: 2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000418,Memorial Park Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003542,Memorial Regional Hospital Market,http://www.themarketcompany.org,http://www.themarketcompany.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011162,Memphis Farmers Market,http://www.memphisfarmersmarket.org,http://www.memphisfarmersmarket.org,facebook.com/memphisfarmersmarket,,twitter.com/memfarmersmkt,,,,instagram.com/memfarmersmkt,instagram.com/memfarmersmkt,04/04/2015 to 11/21/2015,2015-04-04,2015-11-21,Sat: 7:00 AM-1:00 PM;,Sat: 7:00 AM-1:00 PM,,,,,,,12/12/2015 to 12/12/2015,12/12/15, 12/12/2015,Sat: 10:00 AM-1:00 PM;,Sat: 10:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,
1005128,Menashas Farm Fresh Market,http://www.cityofmenasha-wi.gov/content/departments/city_clerk/Farmers_Market/,,,,,,,,,,06/11/2015 to 10/29/2015,2015-06-11,2015-10-29,Thu: 2:00 PM-6:00 PM;,Thu: 2:00 PM-6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001915,Mendham Natural And Organic Farmers Market,http://www.mendhammarket.org,http://www.mendhammarket.org,https://www.facebook.com/pages/Mendham-Farmers-Market/224378420937277,https://www.facebook.com/pages/Mendham-Farmers-Market/224378420937277,,,,,,,06/14/2014 to 10/11/2014,2014-06-14,2014-10-11,Sat: 9:00 AM-1:00 PM;,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006189,Mendocino Farmers Market,http://www.mcfarm.org,http://www.mcfarm.org,,,,,,,,,May to October,2010-05-01,2010-10-31,Fri:12:00 PM - 2:00 PM;,Fri:12:00 PM - 2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008246,Mendon Farmers Market,http://www.cibi-d.com/market.php,http://www.cibi-d.com/market.php,https://www.facebook.com/pages/Mendon-Farmers-Market-NY/187873981233177,https://www.facebook.com/pages/Mendon-Farmers-Market-NY/187873981233177,,,,,,,06/04/2013 to 10/15/2013,2013-06-04,2013-10-15,Tue: 4:00 PM-7:00 PM;,Tue: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001028,Mendota Farmers Market,http://www.mendota.il.us,http://www.mendota.il.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002223,Menifee Valley Cfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007232,Menifee Valley Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002905,Menlo Park Farmers Market,http://www.localharvest.org,http://www.localharvest.org,,,,,,,,,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Sun: 9:00 AM-1:00 PM;,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002951,Menominee Historic Downtown Farmers Market Association,http://www.menomineefarmersmarket.com,http://www.menomineefarmersmarket.com,https://www.facebook.com/MenomineeFarmersMarket,https://www.facebook.com/MenomineeFarmersMarket,https://Twitter.com/MenoFarmMarket,https://Twitter.com/MenoFarmMarket,http://www.realtimefarms.com/market/menominee-historic-downtown-farmers-market,http://www.realtimefarms.com/market/menominee-historic-downtown-farmers-market,www.RealTimeFarms/MenomineeHistoricDowntown,www.RealTimeFarms/MenomineeHistoricDowntown,10/04/2014 to 05/30/2015,2014-10-04,2015-05-30,Sat: 8:00 AM-12:00 PM;,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002950,Menominee Historic Downtown Farmers Market Association-summer,http://www.menomineefarmersmarket.com,http://www.menomineefarmersmarket.com,https://www.facebook.com/menomineefarmersmarket,https://www.facebook.com/menomineefarmersmarket,https://Twitter.com/MenoFarmMarket,https://Twitter.com/MenoFarmMarket,,,www.realtimefarms.com/market/menominee-historic-downtown-farmers-market,www.realtimefarms.com/market/menominee-historic-downtown-farmers-market,06/14/2014 to 10/04/2014,2014-06-14,2014-10-04,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,Wed: 3:00 PM-6:00 PM,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008342,Menomonee Falls Sunday Farmers Market,http://www.menomoneefallsdowntown.com,http://www.menomoneefallsdowntown.com,https://www.facebook.com/pages/Menomonee-Falls-Village-Centre/210756305658599?fref=ts,https://www.facebook.com/pages/Menomonee-Falls-Village-Centre/210756305658599?fref=ts,,,,,,,07/07/2013 to 10/27/2013,2013-07-07,2013-10-27,Sun: 9:00 AM-2:00 PM;,Sun: 9:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001578,Menomonee Falls Wednesday Farmers Market,,,https://www.facebook.com/eastsidefarmersmarket,https://www.facebook.com/eastsidefarmersmarket,,,,,,,05/01/2013 to 11/27/2013,2013-05-01,2013-11-27,Wed: 8:00 AM-3:00 PM;,Wed: 8:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012668,Menomonie Farmers Market,http://www.westcap.org,http://www.westcap.org,https://www.facebook.com/Menomonie-Farmers-Market-132792951987/,https://www.facebook.com/Menomonie-Farmers-Market-132792951987/,,,,,,,05/21/2016 to 10/22/2016,2016-05-21,2016-10-22,Wed: 11:30 AM-6:00 PM;Sat: 8:00 AM-1:00 PM;,Wed: 11:30 AM-6:00 PM,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004332,Mentone Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003903,Mentor Farmers Market,http://cityofmentor.com/departments/parks-recreation/upcoming-events/mentor-farmers-market/,http://cityofmentor.com/departments/parks-recreation/upcoming-events/mentor-farmers-market/,https://www.facebook.com/Mentor-Farmers-Market-1696340793979619/?ref=aymt_homepage_panel,https://www.facebook.com/Mentor-Farmers-Market-1696340793979619/?ref=aymt_homepage_panel,,,,,,,06/03/2016 to 09/30/2016,2016-06-03,2016-09-30,Fri: 2:00 PM-6:30 PM;,Fri: 2:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004575,Mentor Farmers Market,http://www.localfoods.umn.edu/mfm,http://www.localfoods.umn.edu/mfm,,,,,,,,,April to December,2010-04-01,2010-12-31,Sat:8:00 AM - 12:00 PM;,Sat:8:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001504,Mentor Outdoor Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011302,Mercado Agrícola Natural De Ponce,http://manponce.com,http://manponce.com,,,,,,,,,03/21/2015 to 12/12/2015,2015-03-21,2015-12-12,Sat: 10:00 AM-3:00 PM;,Sat: 10:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011225,Mercado Agricola Natural Viejo San Juan,http://mercadoagricolanatural.com,http://mercadoagricolanatural.com,http://www.usdalocalfooddirectories.com/farmersmarketdirectoryupdate/FM_ContactInfo.aspx?source=pn&did=&cid,http://www.usdalocalfooddirectories.com/farmersmarketdirectoryupdate/FM_ContactInfo.aspx?source=pn&did=&cid,,,,,,,01/01/2015 to 12/31/2015,2015-01-01,2015-12-31,Sat: 8:00 AM-1:00 PM;,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011765,Mercado Agroecologico De Rincon,http://maeri-rincon.blogspot.com/,,https://www.facebook.com/mercadoagroecologicode.rincon?fref=ts,https://www.facebook.com/mercadoagroecologicode.rincon?fref=ts,,,https://www.youtube.com/watch?v=frs_OxttjI8,https://www.youtube.com/watch?v=frs_OxttjI8,,,01/01/2016 to 12/31/2016,2016-01-01,2016-12-31,Sun: 8:00 AM-1:00 PM;,Sun: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011470,Mercado Del Valle,http://www.gorgegrown.org,http://www.gorgegrown.org,https://www.facebook.com/mercadodelvalle/,https://www.facebook.com/mercadodelvalle/,,,,,,,06/02/2016 to 09/15/2016,2016-06-02,2016-09-15,Thu: 4:00 PM-7:00 PM;,Thu: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008841,Mercado Mayapan,http://www.mujerobrera.org,http://www.mujerobrera.org,La Mujer Obrera,,La Mujer Obrera,,,,Mercado Mayapan Instagram,Mercado Mayapan Instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000019,Merced County’s Mobile Farmers Market,http://www.modbee.com/2013/11/18/3039692/mobile-grocerys-debut-a-big-success.html,http://www.modbee.com/2013/11/18/3039692/mobile-grocerys-debut-a-big-success.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005802,Merced Original County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004417,Mercer County Farmers Market,http://www.ces.ca.uky.edu/mercer/FarmersMarket,http://www.ces.ca.uky.edu/mercer/FarmersMarket,https://www.facebook.com/MercerCountyFarmersMarket,https://www.facebook.com/MercerCountyFarmersMarket,,,,,,,05/10/2014 to 10/30/2014,2014-05-10,2014-10-30,Tue: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,Tue: 4:00 PM-7:00 PM,Thu: 4:00 PM-7:00 PM,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001476,Mercer County Farmers Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002638,Mercer County Tailgate Produce Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004018,Mercer Island Farmers Market,http://www.mifarmersmarket.org,http://www.mifarmersmarket.org,https://www.facebook.com/mifarmersmarket,https://www.facebook.com/mifarmersmarket,https://twitter.com/MIFarmersMarket,https://twitter.com/MIFarmersMarket,,,,,06/08/2014 to 10/12/2014,2014-06-08,2014-10-12,Sun: 10:00 AM-3:00 PM;,Sun: 10:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
